id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
36304238,Liiiving In Porto | Telégrafo Classic Light Apt I,273028490,Miguens,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.16206,-8.60984,Entire home/apt,,2,3,2019-09-22,0.05,2,0,0,82013/AL
649281141027329286,Villarit Porto - Quarto Duplo Superior,462811017,Villarit,GONDOMAR,"Gondomar (São Cosme), Valbom e Jovim",41.14707,-8.54988,Private room,115,1,1,2022-08-22,0.05,5,289,0,127710/AL
1035269289863058736,GuestReady - Zen den in Lapa,210264843,Hugo,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15531076731623,-8.614139847985792,Entire home/apt,90,1,20,2024-06-10,4.11,1,306,20,80407/AL
35484735,Home Made Guest Studios - 1º Frente,16211101,Maria,PORTO,Bonfim,41.14916,-8.59517,Entire home/apt,,1,6,2023-09-16,0.25,11,168,3,100599/AL
13710696,Para Férias,80056170,Alexandre,VILA NOVA DE GAIA,Canidelo,41.11943,-8.64679,Entire home/apt,,1,0,,,1,0,0,
20345887,Apartamento de férias a 2min da praia,145114133,Diana,PÓVOA DE VARZIM,"Póvoa de Varzim, Beiriz e Argivai",41.38943,-8.77154,Entire home/apt,51,6,12,2023-04-19,0.17,1,301,0,86802/AL
39388178,Zenha Home,95392060,Lopo,MATOSINHOS,"Custóias, Leça do Balio e Guifões",41.19381,-8.66246,Private room,,3,3,2020-08-21,0.06,1,0,0,102785/AL
40113852,Holiday Season Apartment,309564875,Marina,PORTO,Bonfim,41.15916,-8.60029,Entire home/apt,,3,0,,,1,0,0,Exempt
44390264,Vila na Praia Foz Deluxe Apartment with River View,358182625,Vila Na Praia,PORTO,"Aldoar, Foz do Douro e Nevogilde",41.1487,-8.66543,Entire home/apt,,1,0,,,8,0,0,111127/AL
47931941,Twin Room Shared Bathroom,2817149,Tomé Receptionist,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14801,-8.6089,Private room,,1,0,,,8,327,0,6524/AL
32666158,METRO STATION 2D,245616635,Ricardo,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1576,-8.62009,Entire home/apt,150,3,16,2022-09-18,0.25,1,42,0,83004/AL
969918,"city centre, view to Douro river, private parking",3148983,Rosinda,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14275,-8.60506,Entire home/apt,,3,57,2018-06-23,0.43,2,0,0,
40322007,Two Bedroom Apartment (V),311163261,Oporto Serviced Apartments -,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15497,-8.61835,Entire home/apt,,2,1,2021-01-01,0.02,6,0,0,48662/al
30226750,Charming rooms balcony on the city's main street,64196096,Miguel,PORTO,Bonfim,41.14648,-8.60136,Private room,152,2,59,2024-05-26,0.89,10,36,20,56331/AL
872915410407991931,GuestReady - Innvict - Starboard river views,427177283,GuestReady,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14127,-8.61593,Private room,131,1,90,2024-06-13,6.47,3,307,79,5620/AL
41575737,Stay In Apartments - D. Hugo 23,327643421,Stay In,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14176,-8.61158,Entire home/apt,,1,0,,,2,248,0,27530/AL
46359743,Casa do Cativo 1F,368022145,Casa Do Cativo,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14373,-8.60804,Private room,,1,2,2022-05-05,0.06,8,0,0,59978/AL
905650045280611847,Cosmic Cruiser,508852455,Miguel,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.161046,-8.6212296,Entire home/apt,60,5,0,,,2,365,0,Exempt
49699770,GuestReady - Moinho de Vento - Pure,364783572,GuestReady,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14929,-8.61403,Entire home/apt,,2,11,2022-02-28,0.30,145,0,0,100749/AL
49699795,GuestReady - Moinho de Vento - Balcony,364783572,GuestReady,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14768,-8.61548,Entire home/apt,,2,36,2022-06-29,1.00,145,0,0,62036/AL
14332326,Charm apartment 10' walk from city center,87729694,Manuela,PORTO,Bonfim,41.16108,-8.60205,Entire home/apt,60,3,214,2024-06-17,2.24,1,85,12,34647 / AL
43591870,So Cool Hostel Porto,7226039,So Cool Hostel Porto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15765,-8.62217,Entire home/apt,,1,0,,,12,0,0,6686/AL
1073195710646337271,Cima do Muro - Apartment for 2 by the riverfront,327687325,StayIn,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14169,-8.61299,Entire home/apt,131,1,4,2024-05-11,1.58,6,268,4,48389/AL
1034749403893579383,City Center Grand Apartment With Sea View Terrace,452918929,Vacationy,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.16252054533435,-8.611257435586914,Entire home/apt,160,1,6,2024-05-10,1.03,83,283,6,132130/AL
599864976675939443,26 Master Suite/Private Bath - Uporto House,45287723,Uporto House,PORTO,Paranhos,41.18334,-8.61349,Private room,,2,1,2022-09-25,0.05,37,289,0,20544/AL
10810184,Youropo - Capela 1,16922131,Rui,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15015,-8.60565,Entire home/apt,80,1,18,2024-02-04,0.18,92,307,3,24057/AL
52511074,Macário Wood House +AC +Patio,423252825,Gustavo,PORTO,Lordelo do Ouro e Massarelos,41.150921,-8.628691,Entire home/apt,,1,50,2024-01-28,1.51,18,0,25,90314/AL
35383710,Studio in front of Jardim São Lázaro (2o Trás),266126485,Hugo,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14628,-8.60263,Entire home/apt,66,3,27,2024-05-18,0.44,3,163,6,94862/AL
654751420609255932,Jungle Apartment with cozy terrace & pool!,193007834,Tony,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14943,-8.61841,Entire home/apt,,3,13,2023-08-05,0.55,6,0,4,128548/AL
13787201,TPC - PGL Apartments - Nights in White Satin,80989840,Pedro,PORTO,Bonfim,41.15528,-8.5998,Entire home/apt,,2,15,2017-08-19,0.16,2,0,0,
8314899,Charm Loft Duplex,43292961,Susana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14897,-8.60443,Entire home/apt,54,4,328,2024-06-07,3.11,2,57,36,20505/AL
21005012,Porto Villa I,151222239,Porto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14437,-8.60836,Private room,33,1,27,2023-08-06,0.33,5,298,4,66571/AL
848470178332154822,João das Regras - A24 by LovelyStay,469228718,João Das Regras,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15556,-8.60886,Entire home/apt,62,2,2,2023-04-09,0.14,44,256,0,128662/AL
46493833,Aposentus - Stylish Downtown Loft,179432438,Aposentus,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1461,-8.61696,Entire home/apt,76,3,66,2024-06-10,2.66,53,345,28,103845/AL
